<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20191115;110000;87.5000000;87.5000000;87.5000000;87.5000000;120
20191115;180000;87.0000000;87.0000000;87.0000000;87.0000000;30
20191118;110000;85.0000000;85.0000000;85.0000000;85.0000000;20
20191118;130000;85.5000000;85.5000000;85.5000000;85.5000000;60
20191118;150000;87.0000000;87.0000000;87.0000000;87.0000000;10
20191118;190000;85.5000000;85.5000000;84.5000000;84.5000000;90
20191119;170000;86.0000000;86.0000000;86.0000000;86.0000000;20
20191120;120000;87.5000000;94.0000000;87.5000000;90.0000000;2660
20191120;130000;90.5000000;90.5000000;86.0000000;87.0000000;690
20191120;140000;88.0000000;90.0000000;88.0000000;90.0000000;210
20191120;150000;90.0000000;95.0000000;90.0000000;94.5000000;1030
20191120;160000;89.5000000;94.0000000;88.0000000;88.5000000;210
20191120;170000;90.0000000;90.0000000;90.0000000;90.0000000;10
20191120;180000;90.5000000;91.0000000;90.0000000;90.0000000;220
20191120;190000;89.0000000;89.0000000;85.0000000;85.0000000;950
20191121;110000;86.0000000;86.5000000;85.0000000;85.5000000;240
20191121;120000;86.5000000;86.5000000;85.0000000;85.0000000;80
20191121;130000;85.5000000;85.5000000;85.5000000;85.5000000;100
20191121;160000;87.0000000;88.0000000;87.0000000;88.0000000;50
20191121;170000;88.0000000;88.0000000;86.0000000;86.0000000;40
20191122;110000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191122;130000;86.5000000;86.5000000;86.5000000;86.5000000;10
20191122;140000;86.5000000;88.0000000;86.5000000;88.0000000;60
20191122;180000;86.0000000;86.0000000;86.0000000;86.0000000;20
20191122;190000;86.0000000;86.0000000;84.5000000;86.0000000;350
20191125;110000;85.5000000;86.5000000;85.5000000;86.5000000;20
20191125;120000;86.5000000;87.5000000;86.5000000;87.5000000;70
20191125;140000;87.0000000;87.0000000;86.5000000;87.0000000;30
20191125;170000;86.5000000;86.5000000;86.5000000;86.5000000;20
20191126;120000;87.5000000;87.5000000;87.5000000;87.5000000;320
20191126;150000;87.5000000;87.5000000;87.5000000;87.5000000;10
20191126;180000;87.0000000;87.0000000;87.0000000;87.0000000;70
20191126;190000;88.0000000;88.0000000;87.0000000;88.0000000;110
20191127;170000;85.5000000;88.0000000;85.5000000;88.0000000;40
20191127;180000;87.0000000;88.0000000;85.5000000;87.5000000;60
20191128;140000;87.5000000;87.5000000;87.5000000;87.5000000;10
20191128;150000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191129;110000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191129;120000;86.5000000;86.5000000;86.5000000;86.5000000;20
20191129;130000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191129;190000;85.5000000;88.0000000;85.5000000;88.0000000;20
20191202;120000;86.5000000;88.0000000;86.5000000;88.0000000;20
20191202;130000;89.0000000;89.5000000;89.0000000;89.5000000;20
20191202;140000;88.0000000;89.5000000;88.0000000;88.0000000;60
20191203;120000;90.0000000;90.0000000;89.5000000;89.5000000;110
20191203;150000;86.5000000;86.5000000;86.5000000;86.5000000;30
20191203;170000;87.5000000;89.5000000;87.5000000;89.0000000;100
20191203;180000;89.0000000;89.5000000;87.0000000;89.5000000;70
20191204;120000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191204;140000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191204;150000;86.5000000;86.5000000;86.0000000;86.0000000;60
20191204;160000;87.5000000;89.0000000;87.5000000;89.0000000;80
20191204;180000;86.5000000;86.5000000;85.5000000;85.5000000;100
20191204;190000;86.5000000;86.5000000;86.5000000;86.5000000;10
20191205;120000;89.0000000;90.5000000;88.0000000;90.0000000;130
20191205;130000;88.0000000;88.0000000;88.0000000;88.0000000;20
20191205;160000;88.0000000;88.0000000;88.0000000;88.0000000;10
20191205;180000;87.5000000;87.5000000;87.5000000;87.5000000;10
20191205;190000;86.5000000;86.5000000;86.5000000;86.5000000;20
20191206;130000;89.5000000;89.5000000;89.5000000;89.5000000;30
20191206;140000;89.0000000;93.0000000;89.0000000;93.0000000;860
20191206;150000;91.0000000;93.5000000;91.0000000;93.5000000;220
20191206;160000;93.0000000;93.5000000;92.0000000;92.5000000;90
20191206;170000;92.0000000;93.0000000;90.5000000;92.0000000;170
20191206;180000;91.5000000;92.0000000;91.5000000;92.0000000;100
20191206;190000;92.0000000;93.0000000;87.0000000;93.0000000;330
20191209;110000;86.5000000;93.5000000;86.5000000;93.5000000;240
20191209;120000;88.5000000;93.5000000;87.5000000;93.5000000;560
20191209;130000;91.0000000;93.0000000;88.0000000;88.0000000;340
20191209;140000;88.0000000;90.0000000;87.0000000;90.0000000;580
20191209;150000;89.5000000;90.0000000;89.5000000;90.0000000;180
20191209;170000;90.0000000;91.5000000;90.0000000;91.5000000;50
20191209;180000;90.0000000;90.0000000;90.0000000;90.0000000;20
20191209;190000;90.5000000;91.0000000;90.0000000;91.0000000;40
20191210;110000;88.5000000;88.5000000;88.5000000;88.5000000;70
20191210;120000;88.5000000;88.5000000;88.5000000;88.5000000;30
20191210;130000;88.0000000;89.0000000;88.0000000;89.0000000;40
20191210;150000;89.0000000;89.0000000;89.0000000;89.0000000;60
20191210;160000;88.0000000;88.0000000;88.0000000;88.0000000;20
20191210;170000;88.0000000;88.0000000;86.0000000;87.5000000;1100
20191210;180000;87.0000000;87.5000000;87.0000000;87.5000000;90
20191210;190000;88.0000000;88.0000000;87.5000000;87.5000000;360
20191211;110000;89.0000000;89.0000000;89.0000000;89.0000000;120
20191211;130000;89.0000000;89.0000000;89.0000000;89.0000000;20
20191211;170000;88.5000000;88.5000000;88.5000000;88.5000000;20
20191211;180000;89.0000000;91.0000000;89.0000000;91.0000000;800
20191211;190000;91.5000000;91.5000000;88.0000000;91.5000000;80
20191212;120000;87.5000000;90.5000000;87.5000000;90.5000000;20
20191212;130000;89.0000000;91.0000000;89.0000000;91.0000000;330
20191212;180000;88.0000000;88.0000000;87.5000000;87.5000000;20
20191212;190000;87.5000000;88.5000000;87.5000000;88.5000000;50
20191213;120000;87.5000000;87.5000000;87.5000000;87.5000000;40
20191213;170000;90.0000000;90.0000000;90.0000000;90.0000000;30
20191213;180000;89.5000000;89.5000000;89.5000000;89.5000000;10
20191213;190000;89.5000000;89.5000000;88.0000000;88.0000000;440
20191216;110000;87.5000000;89.5000000;87.5000000;89.5000000;110
20191216;130000;89.0000000;89.0000000;87.5000000;87.5000000;30
20191216;140000;87.5000000;87.5000000;87.5000000;87.5000000;10
20191216;170000;87.5000000;87.5000000;87.5000000;87.5000000;30
20191216;180000;89.0000000;89.0000000;89.0000000;89.0000000;10
20191217;110000;89.5000000;90.0000000;89.5000000;90.0000000;140
20191217;140000;90.0000000;90.0000000;90.0000000;90.0000000;110
20191217;170000;89.5000000;90.0000000;88.0000000;90.0000000;120
20191217;190000;88.0000000;88.0000000;88.0000000;88.0000000;360
20191218;110000;87.5000000;96.0000000;87.5000000;95.0000000;1240
20191218;130000;91.5000000;91.5000000;91.5000000;91.5000000;10
20191218;140000;90.0000000;90.0000000;90.0000000;90.0000000;10
20191218;150000;90.0000000;91.0000000;90.0000000;91.0000000;30
20191218;160000;91.0000000;91.0000000;89.0000000;89.0000000;130
20191218;180000;88.5000000;89.0000000;88.5000000;89.0000000;110
20191219;110000;90.5000000;90.5000000;89.0000000;89.0000000;20
20191219;130000;88.5000000;88.5000000;86.0000000;88.5000000;1200
20191219;140000;87.5000000;87.5000000;87.5000000;87.5000000;20
20191219;170000;90.0000000;90.0000000;90.0000000;90.0000000;40
20191219;190000;88.5000000;88.5000000;88.5000000;88.5000000;30
20191220;110000;90.5000000;90.5000000;90.5000000;90.5000000;50
20191220;150000;88.5000000;88.5000000;88.5000000;88.5000000;10
20191220;190000;88.0000000;89.5000000;88.0000000;89.5000000;20
20191223;120000;88.5000000;88.5000000;88.0000000;88.0000000;30
20191223;130000;89.5000000;89.5000000;89.5000000;89.5000000;70
20191223;150000;89.5000000;89.5000000;89.5000000;89.5000000;10
20191223;160000;88.0000000;88.0000000;88.0000000;88.0000000;30
20191223;180000;89.5000000;89.5000000;89.5000000;89.5000000;10
20191224;110000;90.0000000;90.0000000;90.0000000;90.0000000;10
20191224;120000;89.0000000;89.0000000;89.0000000;89.0000000;40
20191224;140000;87.5000000;88.0000000;87.5000000;88.0000000;50
20191224;150000;87.5000000;87.5000000;87.5000000;87.5000000;50
20191224;160000;88.0000000;88.0000000;86.5000000;86.5000000;30
20191224;190000;88.0000000;88.0000000;88.0000000;88.0000000;60
20191225;190000;86.5000000;86.5000000;86.5000000;86.5000000;30
20191226;120000;87.5000000;87.5000000;87.5000000;87.5000000;10
20191226;160000;87.5000000;87.5000000;87.5000000;87.5000000;40
20191226;170000;88.0000000;88.0000000;87.0000000;88.0000000;300
20191226;180000;88.0000000;88.0000000;88.0000000;88.0000000;90
20191227;110000;88.5000000;88.5000000;88.5000000;88.5000000;60
20191227;140000;88.0000000;88.0000000;88.0000000;88.0000000;30
20191227;160000;86.0000000;86.0000000;86.0000000;86.0000000;20
20191227;180000;88.0000000;88.0000000;88.0000000;88.0000000;80
20191230;150000;87.0000000;87.0000000;86.5000000;86.5000000;40
20191230;160000;86.5000000;89.0000000;86.5000000;89.0000000;950
20191230;170000;89.0000000;89.0000000;89.0000000;89.0000000;110
20191230;190000;87.0000000;88.5000000;87.0000000;88.5000000;210
20200103;170000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200103;190000;90.0000000;90.0000000;90.0000000;90.0000000;10
20200106;130000;87.5000000;87.5000000;87.5000000;87.5000000;70
20200106;140000;87.5000000;87.5000000;87.5000000;87.5000000;70
20200106;160000;87.5000000;87.5000000;87.5000000;87.5000000;70
20200106;180000;89.5000000;90.0000000;87.0000000;87.0000000;200
20200106;190000;90.0000000;90.0000000;90.0000000;90.0000000;10
20200108;130000;87.0000000;88.0000000;87.0000000;88.0000000;20
20200108;150000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200108;180000;87.0000000;87.0000000;86.5000000;86.5000000;120
20200108;190000;87.5000000;88.0000000;87.5000000;88.0000000;30
20200109;110000;88.0000000;90.0000000;88.0000000;90.0000000;260
20200109;120000;88.0000000;88.0000000;87.5000000;87.5000000;50
20200109;130000;87.5000000;88.5000000;87.5000000;88.5000000;20
20200109;140000;89.0000000;89.0000000;89.0000000;89.0000000;60
20200109;150000;88.0000000;88.0000000;87.5000000;87.5000000;30
20200109;160000;88.5000000;88.5000000;88.5000000;88.5000000;10
20200109;180000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200109;190000;88.5000000;88.5000000;88.5000000;88.5000000;10
20200110;150000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200110;160000;88.0000000;88.0000000;88.0000000;88.0000000;20
20200110;190000;87.0000000;88.0000000;87.0000000;88.0000000;20
20200113;120000;88.0000000;88.0000000;88.0000000;88.0000000;20
20200113;140000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200113;150000;88.0000000;88.0000000;88.0000000;88.0000000;40
20200113;160000;87.0000000;87.0000000;87.0000000;87.0000000;20
20200113;180000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200114;120000;87.5000000;87.5000000;87.5000000;87.5000000;70
20200114;130000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200114;140000;87.5000000;87.5000000;87.5000000;87.5000000;20
20200114;150000;87.0000000;87.0000000;86.0000000;87.0000000;200
20200114;170000;86.0000000;86.0000000;86.0000000;86.0000000;80
20200114;180000;86.0000000;87.5000000;86.0000000;87.5000000;110
20200114;190000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200115;110000;86.5000000;87.5000000;86.5000000;87.5000000;50
20200115;120000;87.5000000;87.5000000;87.5000000;87.5000000;60
20200115;150000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200115;160000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200115;170000;87.5000000;87.5000000;87.5000000;87.5000000;180
20200115;180000;88.0000000;88.0000000;88.0000000;88.0000000;170
20200116;120000;87.5000000;88.0000000;87.5000000;88.0000000;120
20200116;140000;87.5000000;87.5000000;87.5000000;87.5000000;50
20200116;170000;87.5000000;88.0000000;87.5000000;88.0000000;290
20200117;120000;87.5000000;88.0000000;87.0000000;88.0000000;240
20200117;130000;87.5000000;87.5000000;87.0000000;87.0000000;40
20200117;150000;87.5000000;87.5000000;87.5000000;87.5000000;60
20200117;160000;88.0000000;88.0000000;88.0000000;88.0000000;100
20200117;170000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200117;180000;88.0000000;88.0000000;87.0000000;87.0000000;30
20200117;190000;87.0000000;87.0000000;87.0000000;87.0000000;220
20200120;110000;87.5000000;87.5000000;87.5000000;87.5000000;20
20200120;120000;87.0000000;87.5000000;86.5000000;87.5000000;280
20200120;140000;87.5000000;87.5000000;86.5000000;86.5000000;80
20200121;110000;87.5000000;90.0000000;87.0000000;88.0000000;1190
20200121;120000;87.5000000;88.0000000;87.5000000;88.0000000;20
20200121;140000;87.5000000;87.5000000;87.5000000;87.5000000;20
20200121;170000;88.0000000;88.0000000;88.0000000;88.0000000;10
20200121;190000;87.5000000;88.0000000;87.5000000;88.0000000;160
20200122;180000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200123;130000;88.5000000;88.5000000;88.5000000;88.5000000;20
20200123;140000;87.0000000;87.0000000;87.0000000;87.0000000;10
20200123;170000;87.0000000;87.0000000;87.0000000;87.0000000;20
20200123;190000;87.5000000;87.5000000;87.5000000;87.5000000;30
20200124;110000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200124;120000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200124;130000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200127;110000;85.5000000;90.5000000;84.0000000;86.5000000;470
20200127;120000;87.0000000;87.0000000;87.0000000;87.0000000;100
20200127;140000;86.5000000;86.5000000;86.5000000;86.5000000;20
20200127;150000;86.5000000;86.5000000;86.5000000;86.5000000;50
20200127;160000;86.0000000;86.0000000;86.0000000;86.0000000;20
20200127;170000;86.0000000;86.0000000;86.0000000;86.0000000;110
20200127;190000;86.0000000;86.5000000;86.0000000;86.5000000;170
20200129;150000;85.5000000;88.5000000;84.0000000;88.5000000;540
20200129;170000;87.0000000;87.5000000;87.0000000;87.5000000;90
20200129;180000;88.0000000;88.0000000;88.0000000;88.0000000;20
20200129;190000;88.0000000;88.0000000;88.0000000;88.0000000;30
20200130;120000;86.5000000;86.5000000;86.5000000;86.5000000;10
20200131;110000;88.5000000;88.5000000;88.5000000;88.5000000;10
20200131;120000;88.5000000;105.0000000;88.5000000;90.0000000;4380
20200131;130000;89.5000000;92.5000000;89.5000000;89.5000000;660
20200131;140000;90.0000000;91.0000000;90.0000000;91.0000000;90
20200131;150000;91.0000000;94.0000000;90.0000000;90.5000000;1180
20200131;160000;91.5000000;91.5000000;91.5000000;91.5000000;50
20200131;170000;91.0000000;91.5000000;90.5000000;90.5000000;40
20200131;180000;90.5000000;90.5000000;88.5000000;88.5000000;300
20200131;190000;88.5000000;88.5000000;87.5000000;87.5000000;220
20200203;110000;88.0000000;88.0000000;85.0000000;85.0000000;560
20200203;120000;86.5000000;86.5000000;85.0000000;85.5000000;530
20200203;130000;87.5000000;102.0000000;87.5000000;102.0000000;6450
20200203;140000;102.0000000;104.0000000;90.5000000;95.5000000;13570
20200203;150000;96.5000000;96.5000000;89.5000000;90.0000000;2500
20200203;160000;90.0000000;92.0000000;90.0000000;92.0000000;1660
20200203;170000;92.0000000;92.0000000;89.5000000;89.5000000;190
20200203;180000;90.5000000;92.0000000;89.5000000;90.0000000;440
20200203;190000;90.0000000;92.5000000;89.5000000;92.5000000;100
20200204;110000;89.5000000;90.5000000;89.5000000;90.5000000;460
20200204;130000;89.5000000;90.0000000;89.5000000;90.0000000;20
20200204;140000;90.5000000;91.0000000;90.5000000;90.5000000;150
20200204;150000;90.0000000;90.0000000;90.0000000;90.0000000;150
20200204;160000;90.5000000;91.5000000;90.5000000;91.0000000;410
20200204;170000;90.0000000;90.5000000;90.0000000;90.5000000;310
20200204;180000;91.0000000;91.0000000;90.5000000;90.5000000;150
20200204;190000;91.0000000;98.5000000;91.0000000;93.5000000;970
20200205;110000;91.5000000;91.5000000;91.5000000;91.5000000;310
20200205;120000;91.5000000;91.5000000;91.5000000;91.5000000;250
20200205;140000;91.5000000;91.5000000;91.5000000;91.5000000;70
20200205;150000;91.5000000;92.0000000;91.5000000;92.0000000;20
20200205;170000;92.5000000;92.5000000;92.5000000;92.5000000;10
20200206;120000;91.0000000;91.0000000;91.0000000;91.0000000;10
20200206;130000;92.0000000;92.0000000;91.5000000;91.5000000;20
20200206;140000;91.0000000;91.0000000;91.0000000;91.0000000;90
20200206;150000;91.0000000;91.0000000;91.0000000;91.0000000;10
20200206;170000;90.5000000;90.5000000;90.5000000;90.5000000;20
20200206;190000;91.5000000;93.5000000;90.0000000;90.0000000;850
20200207;110000;90.0000000;90.0000000;90.0000000;90.0000000;50
20200207;140000;92.0000000;92.0000000;92.0000000;92.0000000;10
20200207;150000;92.0000000;92.0000000;92.0000000;92.0000000;40
20200207;180000;92.0000000;92.0000000;90.5000000;92.0000000;150
20200207;190000;92.0000000;92.5000000;92.0000000;92.5000000;30
20200210;150000;92.0000000;92.0000000;92.0000000;92.0000000;10
20200211;110000;90.5000000;91.5000000;90.5000000;91.5000000;20
20200211;120000;91.5000000;91.5000000;91.5000000;91.5000000;10
20200211;130000;93.0000000;93.5000000;93.0000000;93.5000000;40
20200211;160000;94.0000000;94.0000000;94.0000000;94.0000000;30
20200211;170000;93.0000000;93.0000000;93.0000000;93.0000000;480
20200211;190000;92.0000000;92.0000000;92.0000000;92.0000000;50
20200212;110000;94.5000000;95.0000000;93.0000000;93.0000000;50
20200212;120000;93.5000000;105.5000000;93.5000000;102.5000000;17620
20200212;130000;101.0000000;101.5000000;95.5000000;99.5000000;5180
20200212;140000;97.0000000;99.0000000;94.5000000;97.0000000;2580
20200212;150000;95.0000000;96.5000000;95.0000000;96.5000000;770
20200212;160000;96.0000000;96.0000000;91.5000000;94.5000000;2150
20200212;170000;95.0000000;95.5000000;93.5000000;94.5000000;420
20200212;180000;94.5000000;94.5000000;94.5000000;94.5000000;50
20200212;190000;93.5000000;93.5000000;93.5000000;93.5000000;150
20200213;110000;95.0000000;95.0000000;92.0000000;92.5000000;1280
20200213;120000;92.5000000;93.5000000;92.5000000;93.5000000;20
20200213;140000;93.5000000;93.5000000;93.5000000;93.5000000;160
20200213;160000;94.0000000;95.0000000;94.0000000;94.0000000;150
20200213;170000;93.5000000;93.5000000;93.5000000;93.5000000;90
20200213;180000;95.0000000;95.0000000;95.0000000;95.0000000;20
20200213;190000;95.0000000;95.0000000;95.0000000;95.0000000;210
20200214;110000;95.5000000;95.5000000;95.5000000;95.5000000;40
20200214;130000;96.5000000;96.5000000;96.5000000;96.5000000;10
20200214;140000;94.5000000;94.5000000;93.5000000;93.5000000;580
20200214;150000;93.5000000;94.5000000;90.5000000;94.5000000;350
20200214;160000;95.0000000;95.5000000;95.0000000;95.5000000;30
20200217;110000;94.5000000;96.0000000;94.5000000;96.0000000;50
20200217;120000;96.0000000;96.0000000;96.0000000;96.0000000;10
20200217;130000;95.5000000;95.5000000;95.5000000;95.5000000;60
20200217;150000;96.0000000;96.0000000;96.0000000;96.0000000;10
20200217;160000;95.0000000;95.0000000;93.5000000;93.5000000;100
20200217;170000;93.5000000;93.5000000;93.0000000;93.0000000;300
20200217;180000;92.5000000;92.5000000;91.0000000;91.0000000;100
20200217;190000;92.0000000;92.5000000;92.0000000;92.5000000;30
20200218;110000;92.0000000;92.0000000;88.5000000;89.5000000;2110
20200218;120000;90.0000000;90.0000000;90.0000000;90.0000000;10
20200218;130000;90.0000000;91.5000000;89.5000000;90.5000000;510
20200218;140000;90.5000000;91.0000000;90.5000000;91.0000000;130
20200218;150000;90.5000000;90.5000000;90.5000000;90.5000000;190
20200218;170000;89.5000000;89.5000000;89.0000000;89.0000000;260
20200218;180000;89.0000000;89.0000000;89.0000000;89.0000000;40
20200218;190000;89.5000000;89.5000000;89.5000000;89.5000000;50
20200219;110000;88.5000000;89.5000000;88.5000000;89.5000000;20
20200219;120000;90.0000000;92.0000000;90.0000000;92.0000000;160
20200219;130000;92.0000000;92.0000000;92.0000000;92.0000000;130
20200219;140000;92.5000000;92.5000000;92.5000000;92.5000000;30
20200219;160000;90.5000000;92.0000000;90.5000000;92.0000000;50
20200220;120000;91.0000000;91.0000000;91.0000000;91.0000000;10
20200220;130000;91.0000000;91.0000000;91.0000000;91.0000000;10
20200220;140000;92.0000000;92.0000000;92.0000000;92.0000000;10
20200220;180000;92.0000000;92.0000000;91.0000000;91.0000000;20
20200221;110000;92.0000000;92.0000000;92.0000000;92.0000000;30
20200221;120000;93.0000000;93.5000000;93.0000000;93.5000000;30
20200221;140000;93.0000000;93.0000000;93.0000000;93.0000000;100
20200221;190000;91.0000000;91.0000000;91.0000000;91.0000000;50
20200225;130000;91.5000000;91.5000000;91.5000000;91.5000000;80
20200225;140000;91.0000000;91.0000000;91.0000000;91.0000000;60
20200225;160000;90.5000000;90.5000000;87.5000000;87.5000000;570
20200225;170000;89.0000000;89.0000000;89.0000000;89.0000000;110
20200225;190000;89.0000000;89.0000000;86.0000000;86.0000000;730
20200226;110000;88.0000000;88.0000000;85.0000000;86.5000000;620
20200226;120000;86.0000000;86.5000000;86.0000000;86.5000000;60
20200226;130000;86.0000000;86.0000000;86.0000000;86.0000000;30
20200226;140000;86.5000000;86.5000000;86.5000000;86.5000000;10
20200226;150000;86.5000000;86.5000000;86.5000000;86.5000000;80
20200226;160000;87.0000000;87.0000000;87.0000000;87.0000000;140
20200226;180000;87.5000000;87.5000000;87.5000000;87.5000000;10
20200226;190000;87.0000000;87.0000000;87.0000000;87.0000000;30
20200227;150000;90.0000000;90.5000000;88.0000000;88.0000000;60
20200227;160000;88.5000000;88.5000000;87.0000000;87.0000000;160
20200227;170000;87.0000000;87.0000000;87.0000000;87.0000000;130
20200227;180000;88.5000000;88.5000000;87.0000000;87.0000000;40
20200228;110000;88.5000000;88.5000000;73.0000000;73.0000000;890
20200228;120000;80.5000000;83.5000000;80.0000000;81.5000000;300
20200228;130000;82.5000000;85.0000000;82.5000000;85.0000000;240
20200228;140000;84.5000000;85.0000000;80.0000000;84.5000000;230
20200228;150000;83.0000000;84.5000000;83.0000000;84.5000000;90
20200228;160000;84.5000000;84.5000000;84.5000000;84.5000000;10
20200228;180000;81.0000000;81.0000000;79.0000000;81.0000000;250
20200228;190000;80.5000000;80.5000000;80.0000000;80.0000000;110
20200302;110000;79.5000000;81.0000000;79.5000000;81.0000000;100
20200302;120000;83.5000000;83.5000000;83.5000000;83.5000000;20
20200302;130000;84.0000000;84.0000000;83.5000000;83.5000000;40
20200302;140000;82.0000000;82.0000000;82.0000000;82.0000000;10
20200302;150000;82.0000000;82.0000000;82.0000000;82.0000000;10
20200302;170000;83.5000000;84.5000000;83.5000000;84.5000000;180
20200303;120000;88.5000000;88.5000000;88.5000000;88.5000000;10
20200303;140000;86.0000000;87.5000000;86.0000000;87.5000000;40
20200303;150000;84.5000000;86.0000000;84.0000000;86.0000000;90
20200304;110000;89.0000000;89.0000000;83.5000000;84.0000000;250
20200304;120000;84.5000000;84.5000000;84.0000000;84.0000000;50
20200304;130000;85.5000000;86.5000000;84.0000000;86.5000000;110
20200304;150000;85.0000000;85.0000000;85.0000000;85.0000000;10
20200304;160000;87.0000000;87.0000000;87.0000000;87.0000000;30
20200304;180000;85.0000000;85.5000000;84.5000000;84.5000000;120
20200304;190000;84.5000000;84.5000000;84.0000000;84.0000000;200
20200305;110000;85.0000000;87.5000000;82.5000000;87.5000000;100
20200305;120000;85.0000000;85.0000000;84.0000000;84.0000000;40
20200306;110000;82.0000000;84.0000000;81.5000000;84.0000000;50
20200306;120000;83.0000000;83.0000000;83.0000000;83.0000000;100
20200306;140000;83.0000000;83.0000000;83.0000000;83.0000000;40
20200306;160000;83.0000000;83.0000000;82.0000000;82.0000000;230
20200306;170000;81.5000000;82.0000000;80.5000000;80.5000000;1150
20200306;180000;81.0000000;82.0000000;80.5000000;80.5000000;920
20200306;190000;80.0000000;81.0000000;80.0000000;80.0000000;240
20200310;130000;84.0000000;84.0000000;82.0000000;82.0000000;20
20200310;140000;83.0000000;83.0000000;83.0000000;83.0000000;20
20200310;160000;82.5000000;82.5000000;80.0000000;80.0000000;50
20200310;190000;80.5000000;80.5000000;80.0000000;80.0000000;160
20200311;140000;81.5000000;81.5000000;81.5000000;81.5000000;10
20200311;170000;81.0000000;81.0000000;78.0000000;78.0000000;130
20200311;180000;78.0000000;78.0000000;78.0000000;78.0000000;40
20200311;190000;79.0000000;79.5000000;79.0000000;79.5000000;80
20200312;110000;79.0000000;79.0000000;73.0000000;73.0000000;670
20200312;120000;73.0000000;73.0000000;73.0000000;73.0000000;130
20200312;140000;72.5000000;72.5000000;72.0000000;72.0000000;50
20200313;120000;72.0000000;72.0000000;71.5000000;71.5000000;80
20200313;130000;71.5000000;71.5000000;70.0000000;71.0000000;100
20200313;150000;71.0000000;71.0000000;71.0000000;71.0000000;10
20200313;160000;70.0000000;70.0000000;70.0000000;70.0000000;1040
20200313;180000;70.0000000;70.0000000;70.0000000;70.0000000;100
20200313;190000;69.5000000;69.5000000;67.5000000;67.5000000;340
20200316;110000;68.5000000;68.5000000;55.0000000;55.0000000;900
20200316;120000;60.0000000;64.0000000;60.0000000;62.0000000;260
20200316;130000;64.0000000;64.0000000;60.0000000;60.0000000;110
20200316;140000;64.0000000;64.0000000;64.0000000;64.0000000;160
20200316;150000;64.0000000;64.0000000;64.0000000;64.0000000;40
20200316;170000;64.0000000;64.0000000;64.0000000;64.0000000;20
20200316;180000;65.0000000;65.0000000;65.0000000;65.0000000;10
20200317;110000;68.5000000;79.5000000;48.0000000;64.5000000;2810
20200317;120000;65.0000000;66.5000000;61.0000000;62.0000000;1080
20200317;130000;62.0000000;63.0000000;62.0000000;63.0000000;180
20200317;180000;62.5000000;62.5000000;60.0000000;60.0000000;110
20200317;190000;63.0000000;63.0000000;63.0000000;63.0000000;100
20200318;110000;60.0000000;62.5000000;60.0000000;62.5000000;20
20200318;160000;62.0000000;62.0000000;62.0000000;62.0000000;30
20200318;170000;62.0000000;62.0000000;62.0000000;62.0000000;20
20200319;180000;62.0000000;62.0000000;62.0000000;62.0000000;10
20200319;190000;63.0000000;63.0000000;63.0000000;63.0000000;40
20200320;110000;58.5000000;63.5000000;58.5000000;63.5000000;40
20200320;120000;61.0000000;68.0000000;60.5000000;65.5000000;230
20200320;180000;68.0000000;68.0000000;66.0000000;67.0000000;90
20200320;190000;65.0000000;65.0000000;65.0000000;65.0000000;10
20200323;140000;62.0000000;62.0000000;61.0000000;61.0000000;100
20200323;150000;62.0000000;62.0000000;62.0000000;62.0000000;10
20200324;130000;64.0000000;64.0000000;64.0000000;64.0000000;100
20200324;140000;63.0000000;63.0000000;62.5000000;62.5000000;310
20200324;150000;65.0000000;65.0000000;65.0000000;65.0000000;100
20200324;160000;62.0000000;62.0000000;62.0000000;62.0000000;120
20200324;170000;63.5000000;63.5000000;63.0000000;63.5000000;200
20200324;180000;63.5000000;63.5000000;63.5000000;63.5000000;10
20200324;190000;63.5000000;63.5000000;63.5000000;63.5000000;20
20200325;120000;65.0000000;65.0000000;65.0000000;65.0000000;60
20200325;130000;68.5000000;69.0000000;67.5000000;67.5000000;110
20200325;140000;67.0000000;67.0000000;67.0000000;67.0000000;10
20200325;150000;69.0000000;69.0000000;67.0000000;67.0000000;30
20200325;160000;68.0000000;68.0000000;68.0000000;68.0000000;10
20200325;170000;68.0000000;68.0000000;68.0000000;68.0000000;10
